id_paciente,nombre,apellido,documento,telefono,correo,fecha_nacimiento,ciudad
183,Rafael,Estrada,10000183,3000000183,rafael.estrada@mail.com,1984-05-20,Remolino
184,Gustavo,Rojas,10000184,3000000184,gustavo.rojas@mail.com,1960-01-23,El Colegio
185,Brandon,Cáceres,10000185,3000000185,brandon.cáceres@mail.com,1987-05-21,Ponedera
186,Natalia,Amaya,10000186,3000000186,natalia.amaya@mail.com,2002-07-16,Leiva
187,Nidia,Quintero,10000187,3000000187,nidia.quintero@mail.com,1998-03-14,El Dovio
188,Carlos,Buitrago,10000188,3000000188,carlos.buitrago@mail.com,1996-10-15,Puerto Concordia
189,Edgar,Muñoz,10000189,3000000189,edgar.muñoz@mail.com,1948-07-16,Anzoátegui
190,Jesús,Marín,10000190,3000000190,jesús.marín@mail.com,1991-10-10,Pital
191,Elena,Quiroga,10000191,3000000191,elena.quiroga@mail.com,1985-04-08,Guadalajara de Buga
192,Dario,Restrepo,10000192,3000000192,dario.restrepo@mail.com,1965-05-03,Choachí
193,Paula,Osorio,10000193,3000000193,paula.osorio@mail.com,1964-04-14,Itagüí
194,Zulma,Polo,10000194,3000000194,zulma.polo@mail.com,1997-07-13,Landázuri
195,Andrés,Nieto,10000195,3000000195,andrés.nieto@mail.com,1968-01-15,Marquetalia
196,Jesús,Giraldo,10000196,3000000196,jesús.giraldo@mail.com,1970-07-07,Caloto
197,Juan,Arias,10000197,3000000197,juan.arias@mail.com,1944-10-02,Sabanas de San Ángel
198,Nancy,Sánchez,10000198,3000000198,nancy.sánchez@mail.com,1969-09-21,San Luis de Sincé
199,Sandra,Reyes,10000199,3000000199,sandra.reyes@mail.com,1952-02-06,Nariño
200,Nelson,Vera,10000200,3000000200,nelson.vera@mail.com,1957-03-05,Istmina
